SampleID,copies_L,Accepted_Droplets,Positive_Droplets,Negative_Droplets,Sample_Vol_Filtered_L,Extraction_Elution_Vol_uL,ddPCR_template_vol_uL,ddPCR_assay_vol_uL,Dilution_factor_ddPCR_template,Conc_ddPCR_output_copies,SurveyType,LocationType,date,site_id,site_latitude,site_longitude,transect_n,biomass_density_sum,biomass_density_avg,biomass_density_max,pyc_count_sum,pyc_count_mean,pyc_count_max,density_sum,density_avg,density_max
CMIC789,4157.75013,17576,58,17518,1,100,2,20,1,4.16,subtidal,OuterIslands,2022-10-04,Meay,51.66461667,-128.0945833,3,0.005079885,0.001693295,0.001941253,39,13,19,0.65,0.216666667,0.316666667
CMIC790,153.4819901,16392,2,16390,1,100,2,20,1,0.15,subtidal,OuterIslands,2022-10-05,kwakshua154,51.64854188,-128.094151,3,0.001515393,5.05E-04,0.001515393,4,1.333333333,4,0.066666667,0.022222222,0.066666667
CMIC790,353.4013927,17799,5,17794,1,100,2,20,1,0.35,subtidal,OuterIslands,2022-10-05,kwakshua154,51.64854188,-128.094151,3,0.001515393,5.05E-04,0.001515393,4,1.333333333,4,0.066666667,0.022222222,0.066666667
CMIC790,744.4289327,16902,10,16892,1,100,2,20,1,0.74,subtidal,OuterIslands,2022-10-05,kwakshua154,51.64854188,-128.094151,3,0.001515393,5.05E-04,0.001515393,4,1.333333333,4,0.066666667,0.022222222,0.066666667
CMIC791,284.9547863,17659,4,17655,1,100,2,20,1,0.28,subtidal,OuterIslands,2022-10-05,kwakshua146,51.65812538,-128.1127092,3,0,0,0,0,0,0,0,0,0
CMIC791,440.2735829,17145,6,17139,1,100,2,20,1,0.44,subtidal,OuterIslands,2022-10-05,kwakshua146,51.65812538,-128.1127092,3,0,0,0,0,0,0,0,0,0
CMIC791,151.79649,16574,2,16572,1,100,2,20,1,0.15,subtidal,OuterIslands,2022-10-05,kwakshua146,51.65812538,-128.1127092,3,0,0,0,0,0,0,0,0,0
CMIC792,297.3492444,16923,4,16919,1,100,2,20,1,0.3,subtidal,OuterIslands,2022-10-05,kwakshua0006,51.65284214,-128.1204474,3,0.003697443,0.001232481,0.002063144,9,3,7,0.15,0.05,0.116666667
CMIC792,697.8040934,18031,10,18021,1,100,2,20,1,0.7,subtidal,OuterIslands,2022-10-05,kwakshua0006,51.65284214,-128.1204474,3,0.003697443,0.001232481,0.002063144,9,3,7,0.15,0.05,0.116666667
CMIC792,680.5689931,14790,8,14782,1,100,2,20,1,0.68,subtidal,OuterIslands,2022-10-05,kwakshua0006,51.65284214,-128.1204474,3,0.003697443,0.001232481,0.002063144,9,3,7,0.15,0.05,0.116666667
CMIC793,6532.123566,17569,91,17478,1,100,2,20,1,6.53,subtidal,Fjord,2022-10-06,burke doc marker,51.9652611,-127.71152,3,0.595619333,0.198539778,0.310588315,72,24,47,1.2,0.4,0.783333333
CMIC793,7437.318802,16454,97,16357,1,100,2,20,1,7.44,subtidal,Fjord,2022-10-06,burke doc marker,51.9652611,-127.71152,3,0.595619333,0.198539778,0.310588315,72,24,47,1.2,0.4,0.783333333
CMIC793,5758.460999,14012,64,13948,1,100,2,20,1,5.76,subtidal,Fjord,2022-10-06,burke doc marker,51.9652611,-127.71152,3,0.595619333,0.198539778,0.310588315,72,24,47,1.2,0.4,0.783333333
CMIC794,3608.686209,9877,25,9852,1,100,2,20,1,3.61,subtidal,Fjord,2022-10-06,burke sagen,51.9258389,-127.88845,3,0.504515594,0.168171865,0.430611656,5,1.666666667,4,0.083333333,0.027777778,0.066666667
CMIC794,4458.925724,17800,35,17765,1,100,2,20,1,4.46,subtidal,Fjord,2022-10-06,burke sagen,51.9258389,-127.88845,3,0.504515594,0.168171865,0.430611656,5,1.666666667,4,0.083333333,0.027777778,0.066666667
CMIC794,3959.481478,14261,26,14235,1,100,2,20,1,3.96,subtidal,Fjord,2022-10-06,burke sagen,51.9258389,-127.88845,3,0.504515594,0.168171865,0.430611656,5,1.666666667,4,0.083333333,0.027777778,0.066666667
CMIC795,415.158689,18182,6,18176,1,100,2,20,1,0.42,subtidal,OuterIslands,2022-10-07,kwakume5050,51.70320511,-127.8827169,3,0.005601389,0.00186713,0.00415096,3,1,2,0.05,0.016666667,0.033333333
CMIC795,450.1741529,16768,6,16762,1,100,2,20,1,0.45,subtidal,OuterIslands,2022-10-07,kwakume5050,51.70320511,-127.8827169,3,0.005601389,0.00186713,0.00415096,3,1,2,0.05,0.016666667,0.033333333
CMIC795,839.7501111,14984,10,14974,1,100,2,20,1,0.84,subtidal,OuterIslands,2022-10-07,kwakume5050,51.70320511,-127.8827169,3,0.005601389,0.00186713,0.00415096,3,1,2,0.05,0.016666667,0.033333333
CMIC796,3595.818996,16815,48,16767,1,100,2,20,1,3.6,subtidal,Fjord,2022-10-08,rivers nelson narrows,51.7700497,-127.43015,3,0.443805524,0.147935175,0.263081086,17,5.666666667,13,0.283333333,0.094444444,0.216666667
CMIC796,3627.744436,16320,47,16273,1,100,2,20,1,3.63,subtidal,Fjord,2022-10-08,rivers nelson narrows,51.7700497,-127.43015,3,0.443805524,0.147935175,0.263081086,17,5.666666667,13,0.283333333,0.094444444,0.216666667
CMIC796,3780.956745,16326,49,16277,1,100,2,20,1,3.78,subtidal,Fjord,2022-10-08,rivers nelson narrows,51.7700497,-127.43015,3,0.443805524,0.147935175,0.263081086,17,5.666666667,13,0.283333333,0.094444444,0.216666667
CMIC797,184534.6527,17618,2404,15214,1,100,2,20,1,184.53,subtidal,Fjord,2022-10-08,rivers hay stacks,51.5396992,-127.5598,3,0.13744917,0.04581639,0.065631336,5,1.666666667,3,0.083333333,0.027777778,0.05
CMIC797,165403.656,16897,2082,14815,1,100,2,20,1,165.4,subtidal,Fjord,2022-10-08,rivers hay stacks,51.5396992,-127.5598,3,0.13744917,0.04581639,0.065631336,5,1.666666667,3,0.083333333,0.027777778,0.05
CMIC797,174710.9985,14474,1877,12597,1,100,2,20,1,174.71,subtidal,Fjord,2022-10-08,rivers hay stacks,51.5396992,-127.5598,3,0.13744917,0.04581639,0.065631336,5,1.666666667,3,0.083333333,0.027777778,0.05
CMIC798,34895.4277,13450,368,13082,1,100,2,20,1,34.9,subtidal,Fjord,2022-10-08,rivers rutherford point,51.65392208,-127.3912655,3,0.254795728,0.084931909,0.190326812,42,14,41,0.7,0.233333333,0.683333333
CMIC798,36116.36353,16146,457,15689,1,100,2,20,1,36.12,subtidal,Fjord,2022-10-08,rivers rutherford point,51.65392208,-127.3912655,3,0.254795728,0.084931909,0.190326812,42,14,41,0.7,0.233333333,0.683333333
CMIC798,42489.87961,14120,469,13651,1,100,2,20,1,42.49,subtidal,Fjord,2022-10-08,rivers rutherford point,51.65392208,-127.3912655,3,0.254795728,0.084931909,0.190326812,42,14,41,0.7,0.233333333,0.683333333
CMIC799,5081.135273,17860,72,17788,1,100,2,20,1,5.08,subtidal,OuterIslands,2022-10-09,mustang0007,51.81054507,-128.0512092,3,0.013302131,0.004434044,0.009083247,7,2.333333333,4,0.116666667,0.038888889,0.066666667
CMIC799,4539.771557,16377,59,16318,1,100,2,20,1,4.54,subtidal,OuterIslands,2022-10-09,mustang0007,51.81054507,-128.0512092,3,0.013302131,0.004434044,0.009083247,7,2.333333333,4,0.116666667,0.038888889,0.066666667
CMIC799,4330.852985,15129,52,15077,1,100,2,20,1,4.33,subtidal,OuterIslands,2022-10-09,mustang0007,51.81054507,-128.0512092,3,0.013302131,0.004434044,0.009083247,7,2.333333333,4,0.116666667,0.038888889,0.066666667
CMIC800,1150.237799,16411,15,16396,1,100,2,20,1,1.15,subtidal,OuterIslands,2022-10-09,mustang315,51.80212005,-128.0528775,3,8.65E-04,2.88E-04,8.38E-04,2,0.666666667,1,0.033333333,0.011111111,0.016666667
CMIC800,583.2111835,15101,7,15094,1,100,2,20,1,0.58,subtidal,OuterIslands,2022-10-09,mustang315,51.80212005,-128.0528775,3,8.65E-04,2.88E-04,8.38E-04,2,0.666666667,1,0.033333333,0.011111111,0.016666667
CMIC800,458.956331,13706,5,13701,1,100,2,20,1,0.46,subtidal,OuterIslands,2022-10-09,mustang315,51.80212005,-128.0528775,3,8.65E-04,2.88E-04,8.38E-04,2,0.666666667,1,0.033333333,0.011111111,0.016666667
CMIC801,636.3370419,17795,9,17786,1,100,2,20,1,0.64,subtidal,OuterIslands,2022-10-09,mustang314,51.79903491,-128.0591485,3,0,0,0,0,0,0,0,0,0
CMIC801,782.5443149,16079,10,16069,1,100,2,20,1,0.78,subtidal,OuterIslands,2022-10-09,mustang314,51.79903491,-128.0591485,3,0,0,0,0,0,0,0,0,0
CMIC801,947.8988051,15930,12,15918,1,100,2,20,1,0.95,subtidal,OuterIslands,2022-10-09,mustang314,51.79903491,-128.0591485,3,0,0,0,0,0,0,0,0,0
CMIC802,4161.155701,18470,61,18409,1,100,2,20,1,4.16,subtidal,OuterIslands,2022-10-10,Choked Pass,51.67482341,-128.1194543,7,0.194776481,0.027825212,0.129708799,36,5.142857143,9,0.6,0.085714286,0.15
CMIC802,3685.547829,16748,49,16699,1,100,2,20,1,3.69,subtidal,OuterIslands,2022-10-10,Choked Pass,51.67482341,-128.1194543,7,0.194776481,0.027825212,0.129708799,36,5.142857143,9,0.6,0.085714286,0.15
CMIC802,5052.968979,15465,62,15403,1,100,2,20,1,5.05,subtidal,OuterIslands,2022-10-10,Choked Pass,51.67482341,-128.1194543,7,0.194776481,0.027825212,0.129708799,36,5.142857143,9,0.6,0.085714286,0.15
CMIC806,64258.16345,18212,907,17305,1,100,2,20,1,64.26,subtidal,OuterIslands,2023-05-10,Choked Pass,51.67482341,-128.1194543,7,0.046197726,0.006599675,0.02102027,55,7.857142857,15,0.916666667,0.130952381,0.25
CMIC806,64072.15881,16411,815,15596,1,100,2,20,1,64.07,subtidal,OuterIslands,2023-05-10,Choked Pass,51.67482341,-128.1194543,7,0.046197726,0.006599675,0.02102027,55,7.857142857,15,0.916666667,0.130952381,0.25
CMIC806,60561.85913,15147,712,14435,1,100,2,20,1,60.56,subtidal,OuterIslands,2023-05-10,Choked Pass,51.67482341,-128.1194543,7,0.046197726,0.006599675,0.02102027,55,7.857142857,15,0.916666667,0.130952381,0.25
CMIC807,10659.33609,18724,158,18566,1,100,2,20,1,10.66,subtidal,OuterIslands,2023-05-11,Meay,51.66461667,-128.0945833,3,0.010609712,0.003536571,0.003865713,54,18,23,0.9,0.3,0.383333333
CMIC807,11772.61066,15458,144,15314,1,100,2,20,1,11.77,subtidal,OuterIslands,2023-05-11,Meay,51.66461667,-128.0945833,3,0.010609712,0.003536571,0.003865713,54,18,23,0.9,0.3,0.383333333
CMIC807,13227.59914,14148,148,14000,1,100,2,20,1,13.23,subtidal,OuterIslands,2023-05-11,Meay,51.66461667,-128.0945833,3,0.010609712,0.003536571,0.003865713,54,18,23,0.9,0.3,0.383333333
CMIC808,27664.711,12228,266,11962,1,100,2,20,1,27.66,subtidal,OuterIslands,2023-05-12,mustang0007,51.81054507,-128.0512092,3,0.017327586,0.005775862,0.007915525,6,2,4,0.1,0.033333333,0.066666667
CMIC808,29462.27264,16976,393,16583,1,100,2,20,1,29.46,subtidal,OuterIslands,2023-05-12,mustang0007,51.81054507,-128.0512092,3,0.017327586,0.005775862,0.007915525,6,2,4,0.1,0.033333333,0.066666667
CMIC808,31445.14656,15756,389,15367,1,100,2,20,1,31.45,subtidal,OuterIslands,2023-05-12,mustang0007,51.81054507,-128.0512092,3,0.017327586,0.005775862,0.007915525,6,2,4,0.1,0.033333333,0.066666667
CMIC809,246.0846305,15336,3,15333,1,100,2,20,1,0.25,subtidal,OuterIslands,2023-05-12,mustang314,51.79903491,-128.0591485,3,8.38E-04,2.79E-04,8.38E-04,1,0.333333333,1,0.016666667,0.005555556,0.016666667
CMIC809,170.4419553,14761,2,14759,1,100,2,20,1,0.17,subtidal,OuterIslands,2023-05-12,mustang314,51.79903491,-128.0591485,3,8.38E-04,2.79E-04,8.38E-04,1,0.333333333,1,0.016666667,0.005555556,0.016666667
CMIC809,207.4252963,18194,3,18191,1,100,2,20,1,0.21,subtidal,OuterIslands,2023-05-12,mustang314,51.79903491,-128.0591485,3,8.38E-04,2.79E-04,8.38E-04,1,0.333333333,1,0.016666667,0.005555556,0.016666667
CMIC810,5526.494503,15055,66,14989,1,100,2,20,1,5.53,subtidal,Fjord,2023-05-13,burke eagle rock,51.9617544,-127.77545,3,0.759872826,0.253290942,0.346836142,44,14.66666667,25,0.733333333,0.244444444,0.416666667
CMIC810,6423.820019,15705,80,15625,1,100,2,20,1,6.42,subtidal,Fjord,2023-05-13,burke eagle rock,51.9617544,-127.77545,3,0.759872826,0.253290942,0.346836142,44,14.66666667,25,0.733333333,0.244444444,0.416666667
CMIC810,3588.983774,16496,47,16449,1,100,2,20,1,3.59,subtidal,Fjord,2023-05-13,burke eagle rock,51.9617544,-127.77545,3,0.759872826,0.253290942,0.346836142,44,14.66666667,25,0.733333333,0.244444444,0.416666667
CMIC811,3889.851093,17489,54,17435,1,100,2,20,1,3.89,subtidal,Fjord,2023-05-13,burke hvidsen,51.9517062,-127.74103,3,0.537418038,0.179139346,0.299143236,25,8.333333333,9,0.416666667,0.138888889,0.15
CMIC811,3133.107424,15677,39,15638,1,100,2,20,1,3.13,subtidal,Fjord,2023-05-13,burke hvidsen,51.9517062,-127.74103,3,0.537418038,0.179139346,0.299143236,25,8.333333333,9,0.416666667,0.138888889,0.15
CMIC811,3060.100079,15639,38,15601,1,100,2,20,1,3.06,subtidal,Fjord,2023-05-13,burke hvidsen,51.9517062,-127.74103,3,0.537418038,0.179139346,0.299143236,25,8.333333333,9,0.416666667,0.138888889,0.15
CMIC812,986.8345857,17852,14,17838,1,100,2,20,1,0.99,subtidal,Fjord,2023-05-13,burke doc marker,51.9652611,-127.71152,3,1.671507916,0.557169305,0.916688186,71,23.66666667,46,1.183333333,0.394444444,0.766666667
CMIC812,1349.849939,15850,17,15833,1,100,2,20,1,1.35,subtidal,Fjord,2023-05-13,burke doc marker,51.9652611,-127.71152,3,1.671507916,0.557169305,0.916688186,71,23.66666667,46,1.183333333,0.394444444,0.766666667
CMIC812,1050.771952,14371,12,14359,1,100,2,20,1,1.05,subtidal,Fjord,2023-05-13,burke doc marker,51.9652611,-127.71152,3,1.671507916,0.557169305,0.916688186,71,23.66666667,46,1.183333333,0.394444444,0.766666667
CMIC814,5763.491154,17281,79,17202,1,100,2,20,1,5.76,subtidal,OuterIslands,2023-05-14,kwakume5041,51.70860511,-127.8769169,3,0.0100255,0.003341833,0.009790319,5,1.666666667,4,0.083333333,0.027777778,0.066666667
CMIC814,6453.717232,14460,74,14386,1,100,2,20,1,6.45,subtidal,OuterIslands,2023-05-14,kwakume5041,51.70860511,-127.8769169,3,0.0100255,0.003341833,0.009790319,5,1.666666667,4,0.083333333,0.027777778,0.066666667
CMIC814,5369.307518,15260,65,15195,1,100,2,20,1,5.37,subtidal,OuterIslands,2023-05-14,kwakume5041,51.70860511,-127.8769169,3,0.0100255,0.003341833,0.009790319,5,1.666666667,4,0.083333333,0.027777778,0.066666667
CMIC817,7915.995121,17853,112,17741,1,100,2,20,1,7.92,subtidal,Fjord,2023-05-15,rivers hay stacks,51.5396992,-127.5598,3,0.713896493,0.237965498,0.407080076,30,10,23,0.5,0.166666667,0.383333333
CMIC817,7525.135517,14586,87,14499,1,100,2,20,1,7.53,subtidal,Fjord,2023-05-15,rivers hay stacks,51.5396992,-127.5598,3,0.713896493,0.237965498,0.407080076,30,10,23,0.5,0.166666667,0.383333333
CMIC817,7240.564823,15506,89,15417,1,100,2,20,1,7.24,subtidal,Fjord,2023-05-15,rivers hay stacks,51.5396992,-127.5598,3,0.713896493,0.237965498,0.407080076,30,10,23,0.5,0.166666667,0.383333333
CMIC818,1891.890407,17965,27,17938,1,100,2,20,1,1.89,subtidal,Fjord,2023-05-15,rivers nelson narrows,51.7700497,-127.43015,3,0.775717464,0.258572488,0.272026087,21,7,10,0.35,0.116666667,0.166666667
CMIC818,2301.813841,15862,29,15833,1,100,2,20,1,2.3,subtidal,Fjord,2023-05-15,rivers nelson narrows,51.7700497,-127.43015,3,0.775717464,0.258572488,0.272026087,21,7,10,0.35,0.116666667,0.166666667
CMIC818,1843.921542,18432,27,18405,1,100,2,20,1,1.84,subtidal,Fjord,2023-05-15,rivers nelson narrows,51.7700497,-127.43015,3,0.775717464,0.258572488,0.272026087,21,7,10,0.35,0.116666667,0.166666667
CMIC819,16973.15788,14922,200,14722,1,100,2,20,1,16.97,subtidal,Fjord,2023-05-15,rivers rutherford point,51.65392208,-127.3912655,3,0.217740944,0.072580315,0.19144115,25,8.333333333,14,0.416666667,0.138888889,0.233333333
CMIC819,14879.02546,14797,174,14623,1,100,2,20,1,14.88,subtidal,Fjord,2023-05-15,rivers rutherford point,51.65392208,-127.3912655,3,0.217740944,0.072580315,0.19144115,25,8.333333333,14,0.416666667,0.138888889,0.233333333
CMIC819,15852.64492,15251,191,15060,1,100,2,20,1,15.85,subtidal,Fjord,2023-05-15,rivers rutherford point,51.65392208,-127.3912655,3,0.217740944,0.072580315,0.19144115,25,8.333333333,14,0.416666667,0.138888889,0.233333333
CMIC820,11869.25125,14055,132,13923,1,100,2,20,1,11.87,subtidal,Fjord,2023-08-27,rivers rutherford point,51.65392208,-127.3912655,3,0.80094987,0.26698329,0.486422302,29,9.666666667,14,0.483333333,0.161111111,0.233333333
CMIC820,11789.35337,14257,133,14124,1,100,2,20,1,11.79,subtidal,Fjord,2023-08-27,rivers rutherford point,51.65392208,-127.3912655,3,0.80094987,0.26698329,0.486422302,29,9.666666667,14,0.483333333,0.161111111,0.233333333
CMIC820,12554.30889,14500,144,14356,1,100,2,20,1,12.55,subtidal,Fjord,2023-08-27,rivers rutherford point,51.65392208,-127.3912655,3,0.80094987,0.26698329,0.486422302,29,9.666666667,14,0.483333333,0.161111111,0.233333333
CMIC828,1739.881396,17363,24,17339,1,100,2,20,1,1.74,subtidal,OuterIslands,2023-09-02,goodlad0001,51.87782047,-128.1523024,3,0,0,0,0,0,0,0,0,0
CMIC828,1437.908411,18381,21,18360,1,100,2,20,1,1.44,subtidal,OuterIslands,2023-09-02,goodlad0001,51.87782047,-128.1523024,3,0,0,0,0,0,0,0,0,0
CMIC828,862.7901077,14584,10,14574,1,100,2,20,1,0.86,subtidal,OuterIslands,2023-09-02,goodlad0001,51.87782047,-128.1523024,3,0,0,0,0,0,0,0,0,0
CMIC829,227.8941125,16560,3,16557,1,100,2,20,1,0.23,subtidal,OuterIslands,2023-09-02,mustang0007,51.81054507,-128.0512092,3,0.027286872,0.009095624,0.016142294,11,3.666666667,8,0.183333333,0.061111111,0.133333333
CMIC829,3543.607235,15996,45,15951,1,100,2,20,1,3.54,subtidal,OuterIslands,2023-09-02,mustang0007,51.81054507,-128.0512092,3,0.027286872,0.009095624,0.016142294,11,3.666666667,8,0.183333333,0.061111111,0.133333333
CMIC829,303.3733368,16587,4,16583,1,100,2,20,1,0.3,subtidal,OuterIslands,2023-09-02,mustang0007,51.81054507,-128.0512092,3,0.027286872,0.009095624,0.016142294,11,3.666666667,8,0.183333333,0.061111111,0.133333333
CMIC830,381.574899,16485,5,16480,1,100,2,20,1,0.38,subtidal,OuterIslands,2023-09-03,Thrasher,51.41033333,-127.9195333,6,0,0,0,0,0,0,0,0,0
CMIC830,295.0129807,17057,4,17053,1,100,2,20,1,0.3,subtidal,OuterIslands,2023-09-03,Thrasher,51.41033333,-127.9195333,6,0,0,0,0,0,0,0,0,0
CMIC830,215.8616185,17483,3,17480,1,100,2,20,1,0.22,subtidal,OuterIslands,2023-09-03,Thrasher,51.41033333,-127.9195333,6,0,0,0,0,0,0,0,0,0
CMIC832,1819.36264,16605,24,16581,1,100,2,20,1,1.82,subtidal,Fjord,2023-09-04,burke sagen,51.9258389,-127.88845,3,0.283805972,0.094601991,0.218339687,5,1.666666667,3,0.083333333,0.027777778,0.05
CMIC832,940.5114055,17393,13,17380,1,100,2,20,1,0.94,subtidal,Fjord,2023-09-04,burke sagen,51.9258389,-127.88845,3,0.283805972,0.094601991,0.218339687,5,1.666666667,3,0.083333333,0.027777778,0.05
CMIC832,1090.338945,16158,14,16144,1,100,2,20,1,1.09,subtidal,Fjord,2023-09-04,burke sagen,51.9258389,-127.88845,3,0.283805972,0.094601991,0.218339687,5,1.666666667,3,0.083333333,0.027777778,0.05
CMIC833,3783.771753,15648,47,15601,1,100,2,20,1,3.78,subtidal,Fjord,2023-09-04,burke eagle rock,51.9617544,-127.77545,3,1.686999114,0.562333038,1.098378029,40,13.33333333,17,0.666666667,0.222222222,0.283333333
CMIC833,3482.976437,17359,48,17311,1,100,2,20,1,3.48,subtidal,Fjord,2023-09-04,burke eagle rock,51.9617544,-127.77545,3,1.686999114,0.562333038,1.098378029,40,13.33333333,17,0.666666667,0.222222222,0.283333333
CMIC833,3697.203159,17036,50,16986,1,100,2,20,1,3.7,subtidal,Fjord,2023-09-04,burke eagle rock,51.9617544,-127.77545,3,1.686999114,0.562333038,1.098378029,40,13.33333333,17,0.666666667,0.222222222,0.283333333
CMIC834,55605.57175,16858,729,16129,1,100,2,20,1,55.61,subtidal,Fjord,2023-09-04,burke hvidsen,51.9517062,-127.74103,3,0.346583698,0.115527899,0.176877149,38,12.66666667,17,0.633333333,0.211111111,0.283333333
CMIC834,52250.31662,15754,641,15113,1,100,2,20,1,52.25,subtidal,Fjord,2023-09-04,burke hvidsen,51.9517062,-127.74103,3,0.346583698,0.115527899,0.176877149,38,12.66666667,17,0.633333333,0.211111111,0.283333333
CMIC834,52127.26593,17367,705,16662,1,100,2,20,1,52.13,subtidal,Fjord,2023-09-04,burke hvidsen,51.9517062,-127.74103,3,0.346583698,0.115527899,0.176877149,38,12.66666667,17,0.633333333,0.211111111,0.283333333
CMIC835,3000.011921,17631,42,17589,1,100,2,20,1,3,subtidal,Fjord,2023-09-04,burke doc marker,51.9652611,-127.71152,3,1.382150881,0.46071696,0.87276678,54,18,33,0.9,0.3,0.55
CMIC835,1798.706174,18895,27,18868,1,100,2,20,1,1.8,subtidal,Fjord,2023-09-04,burke doc marker,51.9652611,-127.71152,3,1.382150881,0.46071696,0.87276678,54,18,33,0.9,0.3,0.55
CMIC835,2156.791925,18095,31,18064,1,100,2,20,1,2.16,subtidal,Fjord,2023-09-04,burke doc marker,51.9652611,-127.71152,3,1.382150881,0.46071696,0.87276678,54,18,33,0.9,0.3,0.55
QMIC4330,0,18233,0,18233,1,100,2,20,1,0,intertidal,Quadra,2021-12-07,annex,50.11535,-125.2201,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4330,0,14360,0,14360,1,100,2,20,1,0,intertidal,Quadra,2021-12-07,annex,50.11535,-125.2201,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4330,0,16260,0,16260,1,100,2,20,1,0,intertidal,Quadra,2021-12-07,annex,50.11535,-125.2201,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4331,0,13271,0,13271,1,100,2,20,1,0,intertidal,Quadra,2021-12-04,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4331,0,17976,0,17976,1,100,2,20,1,0,intertidal,Quadra,2021-12-04,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4331,0,16014,0,16014,1,100,2,20,1,0,intertidal,Quadra,2021-12-04,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4332,0,16965,0,16965,1,100,2,20,1,0,intertidal,Quadra,2021-12-03,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4332,84.37211066,14909,1,14908,1,100,2,20,1,0.08,intertidal,Quadra,2021-12-03,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4332,0,16458,0,16458,1,100,2,20,1,0,intertidal,Quadra,2021-12-03,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4333,424.0221083,17802,6,17796,1,100,2,20,1,0.42,intertidal,Quadra,2022-05-18,annex,50.11535,-125.2201,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4333,370.0790405,16997,5,16992,1,100,2,20,1,0.37,intertidal,Quadra,2022-05-18,annex,50.11535,-125.2201,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4333,143.0282146,17590,2,17588,1,100,2,20,1,0.14,intertidal,Quadra,2022-05-18,annex,50.11535,-125.2201,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4334,0,18135,0,18135,1,100,2,20,1,0,intertidal,Quadra,2022-05-19,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4334,0,16115,0,16115,1,100,2,20,1,0,intertidal,Quadra,2022-05-19,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4334,0,16645,0,16645,1,100,2,20,1,0,intertidal,Quadra,2022-05-19,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4335,0,15725,0,15725,1,100,2,20,1,0,intertidal,Quadra,2022-05-17,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4335,0,15569,0,15569,1,100,2,20,1,0,intertidal,Quadra,2022-05-17,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4335,142.7198797,17628,2,17626,1,100,2,20,1,0.14,intertidal,Quadra,2022-05-17,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4737,221.5390056,17035,3,17032,1,100,2,20,1,0.22,intertidal,Quadra,2022-06-14,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4737,0,16210,0,16210,1,100,2,20,1,0,intertidal,Quadra,2022-06-14,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4737,214.3656015,17605,3,17602,1,100,2,20,1,0.21,intertidal,Quadra,2022-06-14,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4738,0,15633,0,15633,1,100,2,20,1,0,intertidal,Quadra,2022-06-13,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4738,217.7801132,17329,3,17326,1,100,2,20,1,0.22,intertidal,Quadra,2022-06-13,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4738,0,14899,0,14899,1,100,2,20,1,0,intertidal,Quadra,2022-06-13,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
