SampleID,copies_L,SurveyType,LocationType,date,site_id,site_latitude,site_longitude,transect_n,biomass_density_sum,biomass_density_avg,biomass_density_max,pyc_count_sum,pyc_count_mean,pyc_count_max,density_sum,density_avg,density_max
CMIC808,29462.27264,subtidal,OuterIslands,2023-05-12,mustang0007,51.81054507,-128.0512092,3,0.017327586,0.005775862,0.007915525,6,2,4,0.1,0.033333333,0.066666667
CMIC808,31445.14656,subtidal,OuterIslands,2023-05-12,mustang0007,51.81054507,-128.0512092,3,0.017327586,0.005775862,0.007915525,6,2,4,0.1,0.033333333,0.066666667
CMIC809,246.0846305,subtidal,OuterIslands,2023-05-12,mustang314,51.79903491,-128.0591485,3,8.38E-04,2.79E-04,8.38E-04,1,0.333333333,1,0.016666667,0.005555556,0.016666667
CMIC809,170.4419553,subtidal,OuterIslands,2023-05-12,mustang314,51.79903491,-128.0591485,3,8.38E-04,2.79E-04,8.38E-04,1,0.333333333,1,0.016666667,0.005555556,0.016666667
CMIC809,207.4252963,subtidal,OuterIslands,2023-05-12,mustang314,51.79903491,-128.0591485,3,8.38E-04,2.79E-04,8.38E-04,1,0.333333333,1,0.016666667,0.005555556,0.016666667
CMIC801,636.3370419,subtidal,OuterIslands,2022-10-09,mustang314,51.79903491,-128.0591485,3,0,0,0,0,0,0,0,0,0
CMIC801,782.5443149,subtidal,OuterIslands,2022-10-09,mustang314,51.79903491,-128.0591485,3,0,0,0,0,0,0,0,0,0
CMIC801,947.8988051,subtidal,OuterIslands,2022-10-09,mustang314,51.79903491,-128.0591485,3,0,0,0,0,0,0,0,0,0
CMIC624,717.2070146,subtidal,OuterIslands,2022-05-13,mustang315,51.80212005,-128.0528775,3,6.95E-04,2.32E-04,3.53E-04,42,14,27,0.7,0.233333333,0.45
CMIC624,815.9543872,subtidal,OuterIslands,2022-05-13,mustang315,51.80212005,-128.0528775,3,6.95E-04,2.32E-04,3.53E-04,42,14,27,0.7,0.233333333,0.45
CMIC624,862.4843955,subtidal,OuterIslands,2022-05-13,mustang315,51.80212005,-128.0528775,3,6.95E-04,2.32E-04,3.53E-04,42,14,27,0.7,0.233333333,0.45
CMIC800,1150.237799,subtidal,OuterIslands,2022-10-09,mustang315,51.80212005,-128.0528775,3,8.65E-04,2.88E-04,8.38E-04,2,0.666666667,1,0.033333333,0.011111111,0.016666667
CMIC800,583.2111835,subtidal,OuterIslands,2022-10-09,mustang315,51.80212005,-128.0528775,3,8.65E-04,2.88E-04,8.38E-04,2,0.666666667,1,0.033333333,0.011111111,0.016666667
CMIC800,458.956331,subtidal,OuterIslands,2022-10-09,mustang315,51.80212005,-128.0528775,3,8.65E-04,2.88E-04,8.38E-04,2,0.666666667,1,0.033333333,0.011111111,0.016666667
CMIC629,217.8932875,intertidal,OuterIslands,2022-05-17,north beach,51.66508,-128.1347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC629,220.6710279,intertidal,OuterIslands,2022-05-17,north beach,51.66508,-128.1347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC629,210.1631612,intertidal,OuterIslands,2022-05-17,north beach,51.66508,-128.1347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC618,403.2512307,intertidal,OuterIslands,2021-11-05,north beach,51.66508,-128.1347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC618,90.83016962,intertidal,OuterIslands,2021-11-05,north beach,51.66508,-128.1347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC618,494.8639274,intertidal,OuterIslands,2021-11-05,north beach,51.66508,-128.1347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC639,66.38667732,intertidal,OuterIslands,2022-06-13,north beach,51.66508,-128.1347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC639,0,intertidal,OuterIslands,2022-06-13,north beach,51.66508,-128.1347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC639,0,intertidal,OuterIslands,2022-06-13,north beach,51.66508,-128.1347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC786,30069.21196,intertidal,OuterIslands,2022-09-09,north beach,51.66508,-128.1347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC786,30407.63283,intertidal,OuterIslands,2022-09-09,north beach,51.66508,-128.1347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC786,29883.30841,intertidal,OuterIslands,2022-09-09,north beach,51.66508,-128.1347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC638,38113.16681,subtidal,Fjord,2022-05-23,rivers hay stacks,51.5396992,-127.5598,3,0.261370745,0.087123582,0.209607722,8,2.666666667,4,0.133333333,0.044444444,0.066666667
CMIC638,37864.91394,subtidal,Fjord,2022-05-23,rivers hay stacks,51.5396992,-127.5598,3,0.261370745,0.087123582,0.209607722,8,2.666666667,4,0.133333333,0.044444444,0.066666667
CMIC638,38167.42325,subtidal,Fjord,2022-05-23,rivers hay stacks,51.5396992,-127.5598,3,0.261370745,0.087123582,0.209607722,8,2.666666667,4,0.133333333,0.044444444,0.066666667
CMIC774,373527.4792,subtidal,Fjord,2022-08-18,rivers hay stacks,51.5396992,-127.5598,3,0.680351049,0.226783683,0.37662278,9,3,6,0.15,0.05,0.1
CMIC774,369026.9232,subtidal,Fjord,2022-08-18,rivers hay stacks,51.5396992,-127.5598,3,0.680351049,0.226783683,0.37662278,9,3,6,0.15,0.05,0.1
CMIC774,368227.5057,subtidal,Fjord,2022-08-18,rivers hay stacks,51.5396992,-127.5598,3,0.680351049,0.226783683,0.37662278,9,3,6,0.15,0.05,0.1
CMIC797,184534.6527,subtidal,Fjord,2022-10-08,rivers hay stacks,51.5396992,-127.5598,3,0.13744917,0.04581639,0.065631336,5,1.666666667,3,0.083333333,0.027777778,0.05
CMIC797,165403.656,subtidal,Fjord,2022-10-08,rivers hay stacks,51.5396992,-127.5598,3,0.13744917,0.04581639,0.065631336,5,1.666666667,3,0.083333333,0.027777778,0.05
CMIC797,174710.9985,subtidal,Fjord,2022-10-08,rivers hay stacks,51.5396992,-127.5598,3,0.13744917,0.04581639,0.065631336,5,1.666666667,3,0.083333333,0.027777778,0.05
CMIC817,7915.995121,subtidal,Fjord,2023-05-15,rivers hay stacks,51.5396992,-127.5598,3,0.713896493,0.237965498,0.407080076,30,10,23,0.5,0.166666667,0.383333333
CMIC817,7525.135517,subtidal,Fjord,2023-05-15,rivers hay stacks,51.5396992,-127.5598,3,0.713896493,0.237965498,0.407080076,30,10,23,0.5,0.166666667,0.383333333
CMIC817,7240.564823,subtidal,Fjord,2023-05-15,rivers hay stacks,51.5396992,-127.5598,3,0.713896493,0.237965498,0.407080076,30,10,23,0.5,0.166666667,0.383333333
CMIC613,645907.6881,subtidal,Fjord,2021-10-13,rivers nelson narrows,51.7700497,-127.43015,3,0.736032003,0.245344001,0.494958552,13,4.333333333,7,0.216666667,0.072222222,0.116666667
CMIC613,819404.5067,subtidal,Fjord,2021-10-13,rivers nelson narrows,51.7700497,-127.43015,3,0.736032003,0.245344001,0.494958552,13,4.333333333,7,0.216666667,0.072222222,0.116666667
CMIC613,763179.8744,subtidal,Fjord,2021-10-13,rivers nelson narrows,51.7700497,-127.43015,3,0.736032003,0.245344001,0.494958552,13,4.333333333,7,0.216666667,0.072222222,0.116666667
CMIC775,81556.633,subtidal,Fjord,2022-08-18,rivers nelson narrows,51.7700497,-127.43015,3,0.603569084,0.201189695,0.333893689,36,12,25,0.6,0.2,0.416666667
CMIC775,79498.19946,subtidal,Fjord,2022-08-18,rivers nelson narrows,51.7700497,-127.43015,3,0.603569084,0.201189695,0.333893689,36,12,25,0.6,0.2,0.416666667
CMIC775,69923.62976,subtidal,Fjord,2022-08-18,rivers nelson narrows,51.7700497,-127.43015,3,0.603569084,0.201189695,0.333893689,36,12,25,0.6,0.2,0.416666667
CMIC796,3595.818996,subtidal,Fjord,2022-10-08,rivers nelson narrows,51.7700497,-127.43015,3,0.443805524,0.147935175,0.263081086,17,5.666666667,13,0.283333333,0.094444444,0.216666667
CMIC796,3627.744436,subtidal,Fjord,2022-10-08,rivers nelson narrows,51.7700497,-127.43015,3,0.443805524,0.147935175,0.263081086,17,5.666666667,13,0.283333333,0.094444444,0.216666667
CMIC796,3780.956745,subtidal,Fjord,2022-10-08,rivers nelson narrows,51.7700497,-127.43015,3,0.443805524,0.147935175,0.263081086,17,5.666666667,13,0.283333333,0.094444444,0.216666667
CMIC818,1891.890407,subtidal,Fjord,2023-05-15,rivers nelson narrows,51.7700497,-127.43015,3,0.775717464,0.258572488,0.272026087,21,7,10,0.35,0.116666667,0.166666667
CMIC818,2301.813841,subtidal,Fjord,2023-05-15,rivers nelson narrows,51.7700497,-127.43015,3,0.775717464,0.258572488,0.272026087,21,7,10,0.35,0.116666667,0.166666667
CMIC818,1843.921542,subtidal,Fjord,2023-05-15,rivers nelson narrows,51.7700497,-127.43015,3,0.775717464,0.258572488,0.272026087,21,7,10,0.35,0.116666667,0.166666667
CMIC636,793.8995361,subtidal,Fjord,2022-05-23,rivers rutherford point,51.65392208,-127.3912655,3,0.15671806,0.052239353,0.106276303,4,1.333333333,2,0.066666667,0.022222222,0.033333333
CMIC636,827.7137876,subtidal,Fjord,2022-05-23,rivers rutherford point,51.65392208,-127.3912655,3,0.15671806,0.052239353,0.106276303,4,1.333333333,2,0.066666667,0.022222222,0.033333333
CMIC636,1145.984888,subtidal,Fjord,2022-05-23,rivers rutherford point,51.65392208,-127.3912655,3,0.15671806,0.052239353,0.106276303,4,1.333333333,2,0.066666667,0.022222222,0.033333333
CMIC773,83404.12903,subtidal,Fjord,2022-08-18,rivers rutherford point,51.65392208,-127.3912655,3,0.400918381,0.13363946,0.208977105,35,11.66666667,27,0.583333333,0.194444444,0.45
CMIC773,82073.16589,subtidal,Fjord,2022-08-18,rivers rutherford point,51.65392208,-127.3912655,3,0.400918381,0.13363946,0.208977105,35,11.66666667,27,0.583333333,0.194444444,0.45
CMIC773,80433.41827,subtidal,Fjord,2022-08-18,rivers rutherford point,51.65392208,-127.3912655,3,0.400918381,0.13363946,0.208977105,35,11.66666667,27,0.583333333,0.194444444,0.45
CMIC798,34895.4277,subtidal,Fjord,2022-10-08,rivers rutherford point,51.65392208,-127.3912655,3,0.254795728,0.084931909,0.190326812,42,14,41,0.7,0.233333333,0.683333333
CMIC798,36116.36353,subtidal,Fjord,2022-10-08,rivers rutherford point,51.65392208,-127.3912655,3,0.254795728,0.084931909,0.190326812,42,14,41,0.7,0.233333333,0.683333333
CMIC798,42489.87961,subtidal,Fjord,2022-10-08,rivers rutherford point,51.65392208,-127.3912655,3,0.254795728,0.084931909,0.190326812,42,14,41,0.7,0.233333333,0.683333333
CMIC820,11869.25125,subtidal,Fjord,2023-08-27,rivers rutherford point,51.65392208,-127.3912655,3,0.80094987,0.26698329,0.486422302,29,9.666666667,14,0.483333333,0.161111111,0.233333333
CMIC820,11789.35337,subtidal,Fjord,2023-08-27,rivers rutherford point,51.65392208,-127.3912655,3,0.80094987,0.26698329,0.486422302,29,9.666666667,14,0.483333333,0.161111111,0.233333333
CMIC820,12554.30889,subtidal,Fjord,2023-08-27,rivers rutherford point,51.65392208,-127.3912655,3,0.80094987,0.26698329,0.486422302,29,9.666666667,14,0.483333333,0.161111111,0.233333333
CMIC819,16973.15788,subtidal,Fjord,2023-05-15,rivers rutherford point,51.65392208,-127.3912655,3,0.217740944,0.072580315,0.19144115,25,8.333333333,14,0.416666667,0.138888889,0.233333333
CMIC819,14879.02546,subtidal,Fjord,2023-05-15,rivers rutherford point,51.65392208,-127.3912655,3,0.217740944,0.072580315,0.19144115,25,8.333333333,14,0.416666667,0.138888889,0.233333333
CMIC819,15852.64492,subtidal,Fjord,2023-05-15,rivers rutherford point,51.65392208,-127.3912655,3,0.217740944,0.072580315,0.19144115,25,8.333333333,14,0.416666667,0.138888889,0.233333333
QMIC4331,0,intertidal,Quadra,2021-12-04,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4331,0,intertidal,Quadra,2021-12-04,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4331,0,intertidal,Quadra,2021-12-04,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4334,0,intertidal,Quadra,2022-05-19,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4334,0,intertidal,Quadra,2022-05-19,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4334,0,intertidal,Quadra,2022-05-19,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4737,221.5390056,intertidal,Quadra,2022-06-14,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4737,0,intertidal,Quadra,2022-06-14,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4737,214.3656015,intertidal,Quadra,2022-06-14,shellaligan pass,50.149583,-125.183467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC830,381.574899,subtidal,OuterIslands,2023-09-03,Thrasher,51.41033333,-127.9195333,6,0,0,0,0,0,0,0,0,0
CMIC830,295.0129807,subtidal,OuterIslands,2023-09-03,Thrasher,51.41033333,-127.9195333,6,0,0,0,0,0,0,0,0,0
CMIC830,215.8616185,subtidal,OuterIslands,2023-09-03,Thrasher,51.41033333,-127.9195333,6,0,0,0,0,0,0,0,0,0
CMIC628,94.26774085,intertidal,OuterIslands,2022-05-15,west beach,51.657423,-128.148814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC628,0,intertidal,OuterIslands,2022-05-15,west beach,51.657423,-128.148814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC628,169.1242605,intertidal,OuterIslands,2022-05-15,west beach,51.657423,-128.148814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC620,77.77300477,intertidal,OuterIslands,2021-11-07,west beach,51.657423,-128.148814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC620,0,intertidal,OuterIslands,2021-11-07,west beach,51.657423,-128.148814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC620,0,intertidal,OuterIslands,2021-11-07,west beach,51.657423,-128.148814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC640,0,intertidal,OuterIslands,2022-06-14,west beach,51.657423,-128.148814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC640,0,intertidal,OuterIslands,2022-06-14,west beach,51.657423,-128.148814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC640,72.23900408,intertidal,OuterIslands,2022-06-14,west beach,51.657423,-128.148814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC787,954.2680979,intertidal,OuterIslands,2022-09-10,west beach,51.657423,-128.148814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC787,1125.162721,intertidal,OuterIslands,2022-09-10,west beach,51.657423,-128.148814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC787,1407.476425,intertidal,OuterIslands,2022-09-10,west beach,51.657423,-128.148814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
